cell_count,cell_mass
7,0.891357416702135
9,1.14615359350394
8,0.42188902172348
3,1.57695639206886
8,0.853331192793944
1,0.162381966208286
9,0.828916530510837
2,1.45791933101505
3,0.789513527317677
6,1.82590196040734
1,1.53766673688668
6,0.178799152923189
4,0.306573506587452
9,1.56500085516134
5,0.147104159066036
2,0.775890208676406
8,1.88392249303121
1,0.0890616416414555
3,1.69246147139578
4,1.13919905859008
3,0.769732816037597
5,0.0229015671754729
0,0.855191220927607
6,1.98037432272936
8,0.495445470090697
2,1.49528095894273
3,0.0563241257594545
0,1.8917959299366
9,1.696797669724
4,0.879666913710379
4,0.517378148398073
1,1.78692896933617
7,1.9049601121363
1,0.183862743519183
9,0.166387297290558
9,0.019330266872109
5,0.888750784512959
1,0.608636799086182
0,0.457903343000404
8,1.21620378141115
3,1.82686734703689
9,0.62047987041086
4,1.44808518674601
7,0.647908341441261
5,0.78916868511083
8,0.552478839900568
7,0.665045536898563
6,1.22220069413176
9,0.90899658804247
9,0.213316980383041
3,1.32676308431046
6,1.64958062192871
3,1.01238763798605
5,0.636095389554321
5,1.62168112891804
2,1.93601033367962
8,0.250092416652521
9,0.615576296865743
5,1.73569563624249
6,1.89903718926899
7,1.60393449645673
2,0.551316483203003
3,1.38851388561936
1,1.1477496503609
5,0.597879301103707
0,0.969889252898232
6,1.68229750342774
9,0.874085964576381
9,0.764802899567784
7,0.149462199839513
9,1.96056650251177
1,1.88629717095117
0,0.505608796377484
0,1.70529514956535
5,1.69494756483238
1,0.97302704768862
0,1.54241417187378
7,0.234534491894084
2,1.46498158968286
7,0.955889751182818
7,1.7639664298687
2,0.763137242180825
1,0.345077061255033
7,1.76974544896267
4,1.83037650018482
9,0.409393184543305
1,1.05826782205061
7,1.61538998904423
6,0.748181655885736
7,1.09592711650577
4,0.0649332311306769
5,0.30973871625482
9,0.454176973297343
9,1.93859254798786
6,0.525418842921694
7,0.473992168192748
4,0.313007221702955
0,1.41066184519355
8,1.9164686780034
1,1.07762447515392
0,0.530129990321645
2,0.694476893029398
7,1.24630385741885
5,0.117045044022168
9,0.945722178996411
1,0.387374926073186
0,1.84655267551846
2,0.656873430896957
7,0.751602229080909
6,1.28911333032377
3,1.6764411044663
3,1.45400848121103
4,0.0158483167252728
8,0.386964515497426
2,1.20406369781311
1,0.303382055043886
4,1.83091186631048
5,0.797624352759507
2,1.13927711832303
8,0.924539372755466
9,0.262464295263618
9,0.242921355293561
4,1.33047334073599
4,1.78502582376126
3,0.766522799975482
4,0.438353811129161
4,1.26535498223517
4,0.87415046099301
4,1.73414698417026
8,0.176088637754362
3,1.91256999173787
0,1.01731567318426
1,0.756152462100681
9,1.52170848079105
9,1.06673393867292
0,0.799576098471683
0,1.69426492168301
7,0.879272332824428
6,0.861209112154883
3,0.263191459357362
5,1.43318301459457
1,0.176006718155
8,0.370961910286435
7,0.776003393240275
6,0.831599478997104
7,0.21610575132822
8,0.706609143738919
9,1.37399705889355
4,1.11475917190069
0,0.393412796032342
1,1.77150872059702
4,0.193571050275849
0,1.79624363351438
8,0.877349477204191
4,0.436395699827185
9,0.928779435776537
0,1.01934303018234
6,1.08667364161772
5,1.7140719889263
0,1.56317427920325
0,1.8480931119286
9,1.59890155382403
0,0.0392994191680566
6,1.65678744840286
4,1.23888521093823
8,1.56582077292996
9,1.59508609752873
1,1.51658666437333
3,1.15528907401268
6,1.87816448597152
4,0.14596302441599
2,1.33427203741589
0,0.688793860230965
8,1.82948161188023
8,0.26041685382855
3,0.664208010148354
8,1.0682467879114
1,0.10899879928166
9,1.85353336802383
3,1.08209736555912
4,0.252861659160285
1,0.625781524752165
5,0.0872096275385514
9,1.05489162358217
8,0.649795331829132
7,0.575980379980048
2,0.285761957189889
4,1.20905603804116
8,0.907754913860818
0,0.954211864133464
4,1.84758572552706
6,0.594107262135533
5,1.25111505773436
6,1.03844847951012
5,1.92731934782458
0,0.0214773835714335
4,0.578768090614475
2,0.591965164333566
7,1.48261294536414
0,0.8272815220185
7,0.921811590866098
1,0.102253383538804
2,0.706225546871417
0,0.568154636103732
3,1.15978302627792
2,1.89387139114266
2,1.06002354205587
8,1.06249747661059
3,0.622413280709839
2,1.44135025024477
1,1.37712784827553
4,1.37787095894007
1,0.519300753026875
8,1.00089388527018
3,0.0134991630974687
0,1.4538021555421
4,1.03844873469251
5,1.55465470140551
7,1.89609944117074
8,1.22068882278199
4,1.45996933172456
2,1.65617020132773
1,1.70492576328336
7,0.470082062049807
3,0.990513267456793
0,1.17424535992287
0,0.250498015550197
1,1.26133915561314
4,1.77074540069827
8,1.08485963758308
4,0.686446629318617
2,0.854363929412497
5,0.459321644836721
3,1.05165587926826
7,1.41834534165372
5,0.305398204971756
5,1.26072338701259
7,1.39272367087785
9,0.128246913723763
1,1.4214409903723
8,0.244456230776597
6,0.873353814647232
7,0.111444864473978
1,1.520649153516
7,1.5452436523257
1,0.173168352420055
8,1.30858184644421
4,0.948447232576295
8,1.44700697364612
2,0.0339968837955952
7,0.188402758998984
0,0.451033025724363
8,0.350129521149271
5,1.1382122082348
1,0.189923219936864
7,0.118646448999013
8,1.89149424475222
9,0.0274389381648223
1,0.110221928036875
2,1.54022311304706
4,0.7475375848578
0,0.175910725805867
3,1.2197651906031
0,0.290924466350546
8,0.0498036029980535
1,0.830339617016883
7,0.752987070359749
3,0.55707245206324
1,1.9866580152822
1,1.05182655623733
3,1.33288039142866
8,0.294818765621082
3,0.01795977354886
0,0.32988730553998
8,1.37970618315959
6,0.0576340751990835
9,1.14868374967421
2,1.71186785805592
7,0.0436695344018142
1,1.63899386797053
1,0.752021550085406
1,1.88045183749891
9,0.179357600947543
7,1.15488849540934
8,1.6762341780943
4,0.692973547937802
1,1.6389987243521
9,0.982532004817637
9,0.973705664730494
6,0.0206583696513709
2,0.18156001818439
3,1.23654526529673
5,1.99986986303696
4,1.11890730686435
8,0.162794490886291
9,0.792973467052436
0,0.668507050102813
3,0.393012480993295
9,0.98795408801546
7,0.692470742246355
9,0.990462057753681
1,1.57948552424995
9,0.919751734901104
